Person i,X,Y,,,,
2804,2.187,3.103,,,,
2805,2.925,3.771,,,,
2806,1.235,2.363,,,,
2807,-0.361,0.705,,,,
2808,2.591,5.555,,,,
2809,2.858,4.186,,,,
2810,1.684,2.527,,,,
2811,1.655,3.009,,,,
2812,1.011,2.296,,,,
2813,1.529,2.337,,,,
2814,-0.804,-1.213,,,,
2815,1.222,1.411,,,,
2816,0.531,0.328,,,,
2817,2.814,5.874,,,,
2818,2.203,3.616,,,,
2819,1.076,1.440,,,,
2820,0.333,-0.098,,,,
2821,2.054,3.590,,,,
2822,-0.430,-0.970,,,,
2823,1.757,2.006,,,,
2824,3.560,5.054,,,,
2825,-0.610,-1.687,,,,
2826,-0.092,-0.013,,,,
2827,1.920,2.762,,,,
2828,2.625,4.250,,,,
2829,3.010,4.322,,,,
2830,0.549,1.318,,,,
2831,0.914,0.770,,,,
2832,0.647,0.657,,,,
2833,0.826,0.836,,,,
2834,0.796,1.799,,,,
2835,-0.279,-0.347,,,,
2836,1.637,1.916,,,,
2837,1.295,2.201,,,,
2838,0.002,-1.465,,,,
2839,-0.058,0.232,,,,
2840,1.206,1.600,,,,
2841,1.969,3.045,,,,
2842,0.583,1.242,,,,
2843,-0.109,-0.914,,,,
2844,0.456,0.866,,,,
2845,1.146,1.547,,,,
2846,0.367,0.038,,,,
2847,0.078,-0.537,,,,
2848,1.915,2.630,,,,
2849,1.772,2.063,,,,
2850,-0.701,-1.414,,,,
2851,-0.022,-0.352,,,,
2852,0.607,0.472,,,,
2853,2.426,3.967,,,,
2854,0.033,0.465,,,,
2855,0.923,1.543,,,,
2856,2.115,3.577,,,,
2857,0.176,0.836,,,,
2858,1.460,2.448,,,,
2859,1.113,3.153,,,,
2860,2.586,3.424,,,,
2861,-0.161,-0.449,,,,
2862,1.838,1.997,,,,
2863,0.027,0.323,,,,
2864,2.319,4.031,,,,
2865,-0.158,-0.296,,,,
2866,0.966,2.418,,,,
2867,2.268,3.003,,,,
2868,0.788,1.024,,,,
2869,-0.850,-1.239,,,,
2870,0.905,1.898,,,,
2871,0.817,0.856,,,,
2872,0.932,1.056,,,,
2873,1.067,1.472,,,,
2874,-0.149,-0.817,,,,
2875,1.259,1.467,,,,
2876,1.633,2.142,,,,
2877,2.036,3.426,,,,
2878,-0.066,-0.546,,,,
2879,2.740,3.812,,,,
2880,1.110,0.854,,,,
2881,0.809,0.823,,,,
2882,2.396,3.514,,,,
2883,-0.638,-0.658,,,,
2884,1.995,3.060,,,,
2885,1.239,1.306,,,,
2886,-1.104,-1.978,,,,
2887,2.767,4.506,,,,
2888,-0.308,0.557,,,,
2889,1.029,1.545,,,,
2890,0.380,0.347,,,,
2891,2.299,3.405,,,,
2892,2.443,2.855,,,,
2893,0.856,0.669,,,,
2894,0.747,1.633,,,,
2895,0.771,1.176,,,,
2896,-0.002,0.866,,,,
2897,1.023,1.379,,,,
2898,1.180,0.485,,,,
2899,-0.085,0.045,,,,
2900,2.588,4.215,,,,
2901,-0.768,-1.576,,,,
2902,-0.756,-1.032,,,,
2903,0.975,1.818,,,,
2904,1.412,1.845,,,,
2905,0.846,1.222,,,,
2906,0.202,-0.166,,,,
2907,2.508,2.934,,,,
2908,1.686,2.244,,,,
2909,1.559,1.718,,,,
2910,-0.191,-0.851,,,,
2911,2.544,3.198,,,,
2912,-0.367,0.619,,,,
2913,0.171,0.114,,,,
2914,1.104,1.160,,,,
2915,-0.308,-0.152,,,,
2916,1.486,2.434,,,,
2917,0.704,1.121,,,,
2918,2.838,4.829,,,,
2919,2.638,3.515,,,,
2920,2.398,3.810,,,,
2921,-0.178,-0.278,,,,
2922,0.494,-0.218,,,,
2923,1.110,1.562,,,,
2924,-0.741,-1.532,,,,
2925,-1.326,-2.261,,,,
2926,0.124,0.285,,,,
2927,0.788,1.472,,,,
2928,0.260,0.812,,,,
2929,1.335,1.495,,,,
2930,0.095,0.108,,,,
2931,0.459,0.815,,,,
2932,0.506,1.274,,,,
2933,0.660,1.239,,,,
2934,1.623,2.476,,,,
2935,1.365,3.081,,,,
2936,0.741,1.485,,,,
2937,-0.003,-0.394,,,,
2938,1.575,2.364,,,,
2939,0.344,0.525,,,,
2940,2.277,3.319,,,,
2941,0.544,0.961,,,,
2942,1.860,2.574,,,,
2943,0.969,2.001,,,,
2944,-0.239,-0.793,,,,
2945,1.733,3.133,,,,
2946,0.026,-0.486,,,,
2947,0.927,0.958,,,,
2948,0.873,2.277,,,,
2949,0.714,1.311,,,,
2950,-0.326,-0.575,,,,
2951,2.089,3.118,,,,
2952,0.136,-0.157,,,,
2953,0.013,0.497,,,,
2954,-0.367,-1.002,,,,
2955,0.327,0.965,,,,
2956,1.005,2.037,,,,
2957,1.855,3.355,,,,
2958,1.806,2.798,,,,
2959,1.202,1.700,,,,
2960,1.674,3.047,,,,
2961,1.234,2.194,,,,
2962,0.117,-0.132,,,,
2963,-0.835,-1.205,,,,
2964,1.248,1.271,,,,
2965,1.366,3.151,,,,
2966,0.847,1.750,,,,
2967,0.882,1.381,,,,
2968,1.597,3.334,,,,
2969,1.437,2.427,,,,
2970,-0.216,-0.482,,,,
2971,0.192,0.470,,,,
2972,0.108,0.976,,,,
2973,0.268,0.729,,,,
2974,1.653,2.383,,,,
2975,0.257,0.388,,,,
2976,0.770,0.146,,,,
2977,1.544,2.348,,,,
2978,0.396,0.280,,,,
2979,1.280,2.446,,,,
2980,1.511,2.353,,,,
2981,0.837,0.672,,,,
2982,-0.355,-1.282,,,,
2983,1.637,1.962,,,,
2984,0.386,0.487,,,,
2985,1.229,1.468,,,,
2986,0.474,0.750,,,,
2987,2.114,2.498,,,,
2988,1.055,1.405,,,,
2989,-0.369,-0.661,,,,
2990,2.743,4.472,,,,
2991,0.602,0.727,,,,
2992,1.000,1.886,,,,
2993,0.369,1.081,,,,
2994,1.954,3.300,,,,
2995,0.861,1.408,,,,
2996,0.856,2.342,,,,
2997,0.489,0.310,,,,
2998,0.948,2.012,,,,
2999,2.473,2.983,,,,
3000,2.708,3.706,,,,
3001,0.260,-0.451,,,,
3002,1.329,1.728,,,,
3003,0.109,-0.180,,,,
3004,0.303,0.782,,,,
3005,0.243,0.385,,,,
3006,1.560,2.809,,,,
3007,1.764,2.464,,,,
3008,0.879,0.958,,,,
3009,0.014,-0.883,,,,
3010,0.806,1.150,,,,
3011,1.654,1.898,,,,
3012,1.276,1.661,,,,
3013,0.228,-0.224,,,,
3014,0.946,1.983,,,,
3015,0.430,0.282,,,,
3016,0.322,0.992,,,,
3017,2.274,3.649,,,,
3018,2.339,3.804,,,,
3019,1.138,1.165,,,,
3020,1.534,2.274,,,,
3021,-0.007,0.176,,,,
3022,3.172,4.699,,,,
3023,0.461,1.316,,,,
3024,0.885,1.874,,,,
3025,0.599,1.218,,,,
3026,1.746,2.628,,,,
3027,0.882,0.992,,,,
3028,-0.102,0.194,,,,
3029,0.151,0.382,,,,
3030,1.729,2.464,,,,
3031,2.255,3.496,,,,
3032,1.245,2.636,,,,
3033,1.092,1.718,,,,
3034,1.313,1.877,,,,
3035,0.319,0.320,,,,
3036,0.050,0.013,,,,
3037,1.820,3.455,,,,
3038,0.475,0.523,,,,
3039,-0.607,-1.163,,,,
3040,2.272,3.364,,,,
3041,0.076,-0.052,,,,
3042,1.248,2.778,,,,
3043,2.654,3.760,,,,
3044,2.269,2.222,,,,
3045,1.260,1.180,,,,
3046,-0.046,-0.219,,,,
3047,0.862,2.222,,,,
3048,0.420,0.936,,,,
3049,1.810,3.325,,,,
3050,0.649,1.060,,,,
3051,-1.356,-2.454,,,,
3052,0.322,0.374,,,,
3053,1.750,2.859,,,,
3054,-0.496,-1.279,,,,
3055,1.671,3.150,,,,
3056,0.864,1.886,,,,
3057,0.827,1.384,,,,
3058,2.073,3.250,,,,
3059,0.249,0.902,,,,
3060,-0.651,-1.336,,,,
3061,0.078,0.895,,,,
3062,0.398,0.022,,,,
3063,1.109,1.035,,,,
3064,1.243,1.491,,,,
3065,2.393,3.647,,,,
3066,2.475,4.218,,,,
3067,2.621,4.159,,,,
3068,1.850,3.817,,,,
3069,1.032,0.998,,,,
3070,0.561,0.090,,,,
3071,-0.574,-0.989,,,,
3072,1.158,2.184,,,,
3073,0.996,1.816,,,,
3074,-0.245,1.096,,,,
3075,0.455,0.012,,,,
3076,1.523,1.166,,,,
3077,1.117,1.538,,,,
3078,1.987,3.199,,,,
3079,-0.967,-0.737,,,,
3080,-0.553,-1.457,,,,
3081,-1.556,-2.192,,,,
3082,0.587,0.799,,,,
3083,1.228,2.337,,,,
3084,3.325,5.200,,,,
3085,0.836,1.875,,,,
3086,1.614,2.360,,,,
3087,1.205,1.419,,,,
3088,0.920,1.292,,,,
3089,0.707,1.061,,,,
3090,1.316,2.725,,,,
3091,0.553,1.891,,,,
3092,2.106,2.371,,,,
3093,0.520,0.317,,,,
3094,0.059,1.034,,,,
3095,-0.212,-0.505,,,,
3096,1.337,2.509,,,,
3097,0.773,0.814,,,,
3098,1.907,2.331,,,,
3099,2.132,3.091,,,,
3100,0.538,1.300,,,,
3101,1.118,2.644,,,,
3102,-0.321,-0.156,,,,
3103,0.923,0.766,,,,
3104,1.611,1.993,,,,
3105,0.567,0.548,,,,
3106,-0.828,-1.095,,,,
3107,0.625,0.722,,,,
3108,3.170,3.858,,,,
3109,2.317,3.885,,,,
3110,0.493,1.115,,,,
3111,-0.812,-1.459,,,,
3112,0.836,1.064,,,,
3113,0.893,1.280,,,,
3114,-0.943,-1.402,,,,
3115,0.733,0.679,,,,
3116,1.064,1.405,,,,
3117,2.154,2.542,,,,
3118,0.265,1.056,,,,
3119,1.854,2.261,,,,
3120,2.051,2.778,,,,
3121,1.439,2.190,,,,
3122,2.099,3.682,,,,
3123,0.661,1.247,,,,
3124,0.814,0.982,,,,
3125,1.861,2.966,,,,
3126,0.993,1.090,,,,
3127,2.018,2.931,,,,
3128,1.043,1.666,,,,
3129,1.760,3.577,,,,
3130,2.668,3.755,,,,
3131,-0.274,-0.522,,,,
3132,2.895,4.316,,,,
3133,-0.316,-0.805,,,,
3134,-0.529,-0.654,,,,
3135,1.922,2.452,,,,
3136,1.150,2.170,,,,
3137,1.354,1.795,,,,
3138,1.169,2.165,,,,
3139,1.600,3.117,,,,
3140,1.722,2.103,,,,
3141,-0.944,-0.844,,,,
3142,0.997,1.360,,,,
3143,0.586,0.586,,,,
3144,-0.883,-0.760,,,,
3145,0.325,-0.211,,,,
3146,1.289,2.272,,,,
3147,2.892,4.951,,,,
3148,2.013,2.671,,,,
3149,0.120,-0.149,,,,
3150,2.373,2.937,,,,
3151,0.028,0.451,,,,
3152,2.515,3.566,,,,
3153,1.836,2.244,,,,
3154,0.313,0.724,,,,
3155,-1.198,-2.153,,,,
3156,-0.970,-1.771,,,,
3157,1.361,1.687,,,,
3158,1.717,1.928,,,,
3159,2.781,3.569,,,,
3160,-0.216,-0.562,,,,
3161,1.264,2.242,,,,
3162,1.047,1.658,,,,
3163,0.349,0.535,,,,
3164,0.611,0.743,,,,
3165,1.796,2.274,,,,
3166,1.167,1.758,,,,
3167,1.244,1.144,,,,
3168,1.497,2.093,,,,
3169,0.663,1.636,,,,
3170,0.449,0.612,,,,
3171,1.188,0.630,,,,
3172,0.634,0.424,,,,
3173,0.908,1.038,,,,
3174,-0.144,-0.056,,,,
3175,2.687,3.738,,,,
3176,3.087,4.802,,,,
3177,-0.547,-1.540,,,,
3178,0.466,1.126,,,,
3179,0.304,0.590,,,,
3180,-1.285,-1.925,,,,
3181,1.477,2.096,,,,
3182,-1.085,-0.780,,,,
3183,0.279,0.315,,,,
3184,1.153,1.048,,,,
3185,0.089,0.357,,,,
3186,0.793,1.310,,,,
3187,1.035,2.215,,,,
3188,-0.001,0.803,,,,
3189,1.460,2.599,,,,
3190,0.440,0.989,,,,
3191,0.033,0.887,,,,
3192,1.587,1.808,,,,
3193,0.490,0.633,,,,
3194,0.781,1.504,,,,
3195,0.096,1.099,,,,
3196,1.507,2.820,,,,
3197,0.692,0.986,,,,
3198,0.820,1.354,,,,
3199,0.220,0.697,,,,
3200,0.998,1.705,,,,
3201,0.501,1.003,,,,
3202,1.443,2.056,,,,
3203,1.999,3.027,,,,
3204,0.455,-0.631,,,,
3205,1.634,2.995,,,,
3206,3.011,4.517,,,,
3207,1.289,1.610,,,,
3208,2.184,3.421,,,,
3209,0.190,1.015,,,,
3210,1.494,1.408,,,,
3211,2.206,2.925,,,,
3212,1.741,1.192,,,,
3213,1.593,2.725,,,,
3214,2.045,2.734,,,,
3215,0.949,1.645,,,,
3216,2.024,3.046,,,,
3217,1.487,2.386,,,,
3218,0.827,0.368,,,,
3219,1.226,1.274,,,,
3220,1.792,2.929,,,,
3221,2.451,3.771,,,,
3222,1.610,2.087,,,,
3223,0.914,1.835,,,,
3224,0.700,0.317,,,,
3225,0.786,1.454,,,,
3226,0.686,1.062,,,,
3227,-0.476,-0.878,,,,
3228,-0.267,-0.504,,,,
3229,-0.565,-1.337,,,,
3230,1.551,2.166,,,,
3231,0.817,1.547,,,,
3232,0.979,1.078,,,,
3233,-0.357,-0.544,,,,
3234,0.447,1.200,,,,
3235,-0.557,-1.512,,,,
3236,1.695,3.075,,,,
3237,0.447,0.812,,,,
3238,-1.127,-1.767,,,,
3239,0.651,0.402,,,,
3240,0.318,1.487,,,,
3241,0.423,0.626,,,,
3242,1.902,2.616,,,,
3243,1.023,2.545,,,,
3244,1.459,2.424,,,,
3245,0.869,1.508,,,,
3246,-0.389,-0.310,,,,
3247,1.425,2.598,,,,
3248,0.418,0.958,,,,
3249,1.413,1.480,,,,
3250,1.966,2.778,,,,
3251,2.353,3.117,,,,
3252,0.835,1.079,,,,
3253,1.604,1.937,,,,
3254,1.561,2.066,,,,
3255,-0.952,-1.585,,,,
3256,2.666,3.397,,,,
3257,0.367,1.546,,,,
3258,0.625,0.724,,,,
3259,-0.790,-1.529,,,,
3260,-0.414,-0.701,,,,
3261,1.890,2.905,,,,
3262,0.680,1.072,,,,
3263,0.801,0.352,,,,
3264,0.197,0.389,,,,
3265,1.364,2.709,,,,
3266,0.545,0.601,,,,
3267,0.142,-0.562,,,,
3268,-0.471,-1.804,,,,
3269,2.519,3.541,,,,
3270,1.279,2.874,,,,
3271,1.305,1.464,,,,
3272,0.609,1.140,,,,
3273,0.000,0.514,,,,
3274,1.234,1.545,,,,
3275,2.139,3.677,,,,
3276,-0.289,0.159,,,,
3277,-0.390,0.628,,,,
3278,0.648,0.391,,,,
3279,0.610,1.185,,,,
3280,1.254,0.892,,,,
3281,0.342,-0.005,,,,
3282,0.957,1.407,,,,
3283,2.064,3.481,,,,
3284,0.861,1.301,,,,
3285,-0.549,-1.283,,,,
3286,-0.301,0.230,,,,
3287,0.606,0.837,,,,
3288,0.598,1.182,,,,
3289,0.984,2.044,,,,
3290,0.538,1.197,,,,
3291,1.839,3.061,,,,
3292,0.824,1.945,,,,
3293,0.165,1.055,,,,
3294,-1.122,-2.045,,,,
3295,-0.120,-0.527,,,,
3296,1.757,3.295,,,,
3297,1.453,2.330,,,,
3298,0.181,0.979,,,,
3299,1.412,2.683,,,,
3300,0.410,1.442,,,,
3301,0.489,0.758,,,,
3302,1.694,3.231,,,,
3303,0.425,0.664,,,,
3304,1.698,2.323,,,,
3305,0.245,-0.167,,,,
3306,0.861,1.028,,,,
3307,1.976,2.707,,,,
3308,2.128,3.248,,,,
3309,1.168,1.786,,,,
3310,1.529,2.193,,,,
3311,0.681,1.003,,,,
3312,3.808,5.302,,,,
3313,1.889,2.952,,,,
3314,0.565,0.471,,,,
3315,1.555,1.276,,,,
3316,1.325,2.277,,,,
3317,0.001,0.372,,,,
3318,1.340,2.445,,,,
3319,0.795,1.383,,,,
3320,1.045,1.922,,,,
3321,-0.258,-0.060,,,,
3322,1.863,2.902,,,,
3323,3.344,4.633,,,,
3324,0.546,1.758,,,,
3325,0.827,1.051,,,,
3326,-1.128,-1.240,,,,
3327,1.884,3.408,,,,
3328,1.177,2.305,,,,
3329,-0.791,-1.632,,,,
3330,0.962,1.332,,,,
3331,-0.305,-0.393,,,,
3332,1.314,2.313,,,,
3333,2.374,4.080,,,,
3334,-0.826,-1.766,,,,
3335,1.169,2.137,,,,
3336,1.051,2.922,,,,
3337,1.623,2.106,,,,
3338,0.819,0.868,,,,
3339,2.063,2.775,,,,
3340,2.615,3.947,,,,
3341,2.817,4.262,,,,
3342,1.703,2.121,,,,
3343,-0.235,-0.033,,,,
3344,-0.728,-0.727,,,,
3345,3.222,5.048,,,,
3346,1.032,2.249,,,,
3347,1.774,2.298,,,,
3348,-1.218,-1.278,,,,
3349,0.253,0.346,,,,
3350,0.696,0.885,,,,
3351,1.699,2.800,,,,
3352,1.583,2.450,,,,
3353,0.547,0.940,,,,
3354,0.235,1.103,,,,
3355,1.353,2.348,,,,
3356,1.094,1.049,,,,
3357,1.229,2.244,,,,
3358,1.888,3.002,,,,
3359,1.816,2.940,,,,
3360,0.910,1.532,,,,
3361,0.300,0.091,,,,
3362,0.885,1.240,,,,
3363,0.366,-0.055,,,,
3364,2.564,4.258,,,,
3365,2.271,2.839,,,,
3366,1.291,2.660,,,,
3367,1.796,2.922,,,,
3368,1.063,1.010,,,,
3369,1.908,2.901,,,,
3370,1.456,2.108,,,,
3371,-0.061,0.581,,,,
3372,1.944,2.541,,,,
3373,2.892,4.721,,,,
3374,1.590,2.811,,,,
3375,1.522,1.800,,,,
3376,1.939,3.327,,,,
3377,2.376,3.829,,,,
3378,0.132,0.408,,,,
3379,0.454,0.768,,,,
3380,1.537,1.862,,,,
3381,1.629,2.237,,,,
3382,1.742,2.389,,,,
3383,-0.407,-0.689,,,,
3384,2.434,3.302,,,,
3385,1.961,3.861,,,,
3386,1.616,3.201,,,,
3387,0.822,0.273,,,,
3388,0.881,2.014,,,,
3389,0.158,-0.132,,,,
3390,-1.312,-1.963,,,,
3391,2.333,4.402,,,,
3392,0.008,0.468,,,,
3393,1.154,1.789,,,,
3394,0.287,0.563,,,,
3395,1.172,1.883,,,,
3396,0.651,1.529,,,,
3397,2.567,4.240,,,,
3398,0.531,0.578,,,,
3399,1.746,3.061,,,,
3400,-0.126,-0.675,,,,
3401,1.256,1.683,,,,
3402,2.263,3.901,,,,
3403,1.914,2.579,,,,
3404,1.111,2.200,,,,
3405,2.458,4.875,,,,
3406,1.832,2.920,,,,
3407,1.443,2.180,,,,
3408,0.175,-0.558,,,,
3409,1.304,1.805,,,,
3410,3.113,4.726,,,,
3411,1.128,1.636,,,,
3412,1.907,3.591,,,,
3413,2.914,4.416,,,,
3414,1.397,2.147,,,,
3415,1.291,2.152,,,,
3416,0.560,1.091,,,,
3417,1.763,3.112,,,,
3418,-0.309,-0.767,,,,
3419,-0.017,0.271,,,,
3420,1.688,2.849,,,,
3421,0.748,1.720,,,,
3422,3.334,5.116,,,,
3423,0.008,-0.508,,,,
3424,1.171,1.431,,,,
3425,0.618,0.997,,,,
3426,1.530,2.219,,,,
3427,2.641,3.715,,,,
3428,1.540,1.330,,,,
3429,-0.235,-0.927,,,,
3430,0.708,0.904,,,,
3431,1.633,3.172,,,,
3432,2.166,3.814,,,,
3433,0.163,0.321,,,,
3434,1.471,2.184,,,,
3435,-0.860,-2.336,,,,
3436,1.326,1.820,,,,
3437,-1.013,-1.620,,,,
3438,2.434,3.657,,,,
3439,2.699,4.187,,,,
3440,1.341,2.160,,,,
3441,-0.391,-0.150,,,,
3442,1.623,2.417,,,,
3443,0.452,0.703,,,,
3444,0.902,1.740,,,,
3445,2.005,3.537,,,,
3446,1.251,2.432,,,,
3447,1.164,1.991,,,,
3448,2.484,3.584,,,,
3449,1.090,1.832,,,,
3450,0.727,1.254,,,,
3451,1.892,2.005,,,,
3452,1.574,2.410,,,,
3453,0.354,0.441,,,,
3454,0.315,1.767,,,,
3455,1.144,2.430,,,,
3456,1.768,1.826,,,,
3457,0.363,0.808,,,,
3458,2.057,2.208,,,,
3459,0.709,0.542,,,,
3460,1.969,2.865,,,,
3461,0.977,0.891,,,,
3462,-0.120,-0.842,,,,
3463,-0.047,0.271,,,,
3464,2.167,3.197,,,,
3465,-0.235,-0.704,,,,
3466,2.780,3.418,,,,
3467,-0.629,-0.587,,,,
3468,1.445,1.795,,,,
3469,1.517,2.071,,,,
3470,0.540,0.640,,,,
3471,2.178,2.245,,,,
3472,0.390,0.650,,,,
3473,1.115,1.402,,,,
3474,1.139,1.073,,,,
3475,0.910,1.258,,,,
3476,-0.691,-1.411,,,,
3477,0.223,-0.065,,,,
3478,0.353,0.487,,,,
3479,1.178,0.565,,,,
3480,2.193,4.186,,,,
3481,2.738,3.256,,,,
3482,1.203,1.648,,,,
3483,0.375,0.550,,,,
3484,3.200,5.324,,,,
3485,0.360,0.433,,,,
3486,2.371,3.227,,,,
3487,0.677,1.405,,,,
3488,0.805,1.536,,,,
3489,0.274,-0.007,,,,
3490,1.315,1.417,,,,
3491,1.769,2.302,,,,
3492,1.044,2.421,,,,
3493,1.732,3.168,,,,
3494,-0.460,-0.836,,,,
3495,1.866,2.791,,,,
3496,-0.328,0.258,,,,
3497,1.293,1.764,,,,
3498,0.614,0.383,,,,
3499,0.466,1.380,,,,
3500,0.497,0.459,,,,
3501,1.637,3.137,,,,
3502,-1.067,-1.883,,,,
3503,0.079,0.638,,,,
3504,0.371,0.028,,,,
3505,1.302,2.159,,,,
3506,2.565,2.824,,,,
3507,0.814,1.483,,,,
3508,1.141,2.022,,,,
3509,0.784,0.777,,,,
3510,0.114,0.229,,,,
3511,0.909,2.411,,,,
3512,0.419,1.219,,,,
3513,1.036,0.776,,,,
3514,1.184,1.457,,,,
3515,0.267,-0.828,,,,
3516,0.043,-0.212,,,,
3517,0.362,0.630,,,,
3518,0.081,-0.069,,,,
3519,1.663,2.680,,,,
3520,0.654,1.113,,,,
3521,0.320,0.584,,,,
3522,1.049,1.623,,,,
3523,-1.058,-2.185,,,,
3524,-1.313,-2.102,,,,
3525,1.923,1.996,,,,
3526,-0.315,-0.941,,,,
3527,0.470,0.869,,,,
3528,2.671,3.978,,,,
3529,1.069,1.484,,,,
3530,1.324,1.226,,,,
3531,1.937,2.620,,,,
3532,2.394,3.359,,,,
3533,0.640,1.389,,,,
3534,0.823,0.950,,,,
3535,1.154,2.101,,,,
3536,0.304,0.810,,,,
3537,1.567,2.589,,,,
3538,0.251,0.428,,,,
3539,0.600,0.944,,,,
3540,1.377,1.455,,,,
3541,1.515,2.118,,,,
3542,3.174,4.346,,,,
3543,-0.188,0.178,,,,
3544,0.351,0.148,,,,
3545,0.365,1.138,,,,
3546,0.548,0.079,,,,
3547,-0.081,0.431,,,,
3548,-0.533,-0.934,,,,
3549,1.209,2.364,,,,
3550,0.698,1.853,,,,
3551,2.557,4.160,,,,
3552,-0.033,0.077,,,,
3553,0.147,0.859,,,,
3554,0.414,0.616,,,,
3555,1.260,2.726,,,,
3556,1.264,2.605,,,,
3557,-0.419,-1.306,,,,
3558,0.202,-0.802,,,,
3559,2.901,3.858,,,,
3560,2.158,4.557,,,,
3561,2.107,4.142,,,,
3562,0.929,1.772,,,,
3563,2.340,3.365,,,,
3564,0.075,0.195,,,,
3565,1.905,3.109,,,,
3566,2.343,4.091,,,,
3567,1.144,1.407,,,,
3568,0.058,0.379,,,,
3569,2.247,3.115,,,,
3570,2.857,4.928,,,,
3571,0.508,0.781,,,,
3572,-1.128,-1.317,,,,
3573,0.094,0.355,,,,
3574,-1.692,-2.615,,,,
3575,0.612,0.103,,,,
3576,1.163,1.531,,,,
3577,2.606,4.199,,,,
3578,-0.763,-1.936,,,,
3579,0.808,1.392,,,,
3580,1.387,3.084,,,,
3581,-0.240,0.281,,,,
3582,-0.202,0.764,,,,
3583,1.234,1.885,,,,
3584,-0.148,0.759,,,,
3585,0.446,0.365,,,,
3586,2.413,3.316,,,,
3587,0.287,-0.153,,,,
3588,0.970,1.655,,,,
3589,0.757,1.089,,,,
3590,-0.156,-0.341,,,,
3591,1.163,1.949,,,,
3592,1.005,1.288,,,,
3593,2.136,4.086,,,,
3594,1.341,2.337,,,,
3595,2.032,2.801,,,,
3596,0.466,1.147,,,,
3597,0.777,1.630,,,,
3598,0.743,2.110,,,,
3599,-0.789,-1.179,,,,
3600,1.323,1.903,,,,
3601,-0.024,-0.099,,,,
3602,0.638,1.054,,,,
3603,-0.146,-0.741,,,,
3604,0.855,1.368,,,,
3605,0.777,1.697,,,,
3606,2.945,5.530,,,,
3607,-0.598,-1.941,,,,
3608,1.678,1.818,,,,
3609,-0.114,0.036,,,,
3610,1.598,2.731,,,,
3611,1.112,1.314,,,,
3612,0.980,0.669,,,,
3613,0.611,-0.097,,,,
3614,0.117,-0.942,,,,
3615,0.899,0.936,,,,
3616,3.412,4.275,,,,
3617,1.376,1.743,,,,
3618,0.226,0.521,,,,
3619,1.384,1.971,,,,
3620,1.691,3.083,,,,
3621,-0.536,-1.057,,,,
3622,1.083,1.411,,,,
3623,0.774,0.330,,,,
3624,-0.586,-1.681,,,,
3625,1.557,3.087,,,,
3626,1.553,2.452,,,,
3627,1.098,1.347,,,,
3628,3.254,4.660,,,,
3629,1.223,1.859,,,,
3630,0.814,1.105,,,,
3631,-0.495,-1.534,,,,
3632,2.889,4.688,,,,
3633,0.353,0.449,,,,
3634,1.978,2.606,,,,
3635,1.464,1.386,,,,
3636,2.195,3.222,,,,
3637,2.191,2.615,,,,
3638,1.999,2.927,,,,
3639,0.746,0.759,,,,
3640,1.360,2.689,,,,
3641,1.990,2.991,,,,
3642,0.998,1.837,,,,
3643,1.156,1.367,,,,
3644,1.011,2.002,,,,
3645,-0.141,-0.441,,,,
3646,1.738,2.686,,,,
3647,1.384,2.395,,,,
3648,-0.112,-0.020,,,,
3649,0.166,0.327,,,,
3650,0.599,0.878,,,,
3651,0.485,0.597,,,,
3652,2.233,3.194,,,,
3653,0.557,1.169,,,,
3654,1.912,2.921,,,,
3655,2.315,3.287,,,,
3656,1.778,2.587,,,,
3657,1.005,1.103,,,,
3658,2.227,3.020,,,,
3659,2.094,2.543,,,,
3660,0.805,1.389,,,,
3661,-0.013,0.184,,,,
3662,2.712,4.504,,,,
3663,1.384,2.587,,,,
3664,3.183,4.511,,,,
3665,1.588,2.432,,,,
3666,1.519,1.435,,,,
3667,0.842,0.837,,,,
3668,0.939,1.246,,,,
3669,-0.038,-0.696,,,,
3670,3.195,4.800,,,,
3671,0.531,0.455,,,,
3672,0.003,0.057,,,,
3673,1.522,1.083,,,,
3674,1.208,2.320,,,,
3675,-0.198,-0.275,,,,
3676,1.662,2.377,,,,
3677,0.842,1.568,,,,
3678,2.014,3.182,,,,
3679,1.834,3.223,,,,
3680,1.356,2.537,,,,
3681,2.710,3.756,,,,
3682,-0.402,-1.088,,,,
3683,0.803,1.254,,,,
3684,1.046,1.008,,,,
3685,1.315,1.775,,,,
3686,-0.359,-0.008,,,,
3687,1.090,2.156,,,,
3688,-1.032,-0.642,,,,
3689,2.090,1.946,,,,
3690,0.531,0.940,,,,
3691,2.061,3.550,,,,
3692,2.102,2.911,,,,
3693,0.498,1.730,,,,
3694,1.553,2.377,,,,
3695,2.040,2.711,,,,
3696,0.987,1.475,,,,
3697,2.126,3.780,,,,
3698,0.601,0.074,,,,
3699,-0.212,-0.749,,,,
3700,1.978,3.335,,,,
3701,-0.278,-0.270,,,,
3702,0.882,1.246,,,,
3703,0.658,0.938,,,,
3704,0.443,1.492,,,,
3705,0.435,0.700,,,,
3706,2.122,2.823,,,,
3707,0.189,0.396,,,,
3708,1.409,2.392,,,,
3709,2.847,4.441,,,,
3710,1.321,2.170,,,,
3711,0.925,1.293,,,,
3712,1.436,2.642,,,,
3713,1.693,2.355,,,,
3714,1.007,-0.039,,,,
3715,1.103,1.352,,,,
3716,1.993,2.701,,,,
